fmun_cod;fmun;ano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
3301157;Cardoso Moreira;2021;1;2021m01;Interior;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0;4;1;0;0;0;0;17;3
3301207;Carmo;2021;1;2021m01;Interior;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;2;3;0;0;0;3;11;11;0;0;0;5;0;4;0;6;0;0;0;0;0;62;3
3301306;Casimiro de Abreu;2021;1;2021m01;Interior;1;0;0;1;1;2;2;14;1;0;2;3;0;0;3;4;0;0;0;0;0;0;0;0;0;7;4;1;0;0;2;8;15;0;0;0;3;44;29;13;2;3;21;5;4;0;26;0;0;0;0;0;140;3
3301405;Conceição de Macabu;2021;1;2021m01;Interior;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;3;0;0;0;2;3;2;1;0;1;4;0;2;1;6;0;0;0;0;0;37;3
3301504;Cordeiro;2021;1;2021m01;Interior;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;4;7;2;5;0;0;7;0;0;0;14;0;0;0;0;0;52;3
3301603;Duas Barras;2021;1;2021m01;Interior;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;3;1;1;1;0;3;0;0;0;4;0;0;0;0;0;26;3
3301702;Duque de Caxias;2021;1;2021m01;Baixada Fluminense;29;1;0;30;11;41;24;274;41;7;50;377;54;100;531;266;42;14;2;0;1;1;4;0;111;972;79;32;5;20;2;156;294;0;6;0;108;18;4;14;0;94;97;10;42;0;234;24;2;0;0;0;2488;3
3301801;Engenheiro Paulo de Frontin;2021;1;2021m01;Interior;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;3;2;1;0;0;0;0;0;0;6;0;0;0;0;0;37;3
3301850;Guapimirim;2021;1;2021m01;Baixada Fluminense;2;0;0;2;0;2;4;16;1;2;9;3;4;0;7;3;0;0;0;0;0;0;0;0;3;13;2;0;0;0;0;16;18;0;0;0;5;4;1;3;0;1;9;0;5;0;22;2;0;0;0;0;120;3
3301876;Iguaba Grande;2021;1;2021m01;Interior;1;0;0;1;0;1;1;5;6;1;6;6;0;0;6;1;0;1;0;0;0;0;0;0;0;8;1;2;0;7;2;10;22;0;0;0;3;4;3;1;0;1;4;0;1;0;14;0;0;0;0;0;98;3
3301900;Itaboraí;2021;1;2021m01;Interior;14;0;0;14;2;16;7;46;5;3;16;36;17;8;61;24;5;3;2;0;0;0;0;0;7;102;17;6;3;0;0;37;63;0;1;0;18;11;0;11;0;15;30;2;1;1;38;6;0;0;0;0;404;3
3302007;Itaguaí;2021;1;2021m01;Baixada Fluminense;1;0;0;1;6;7;7;57;9;4;12;12;4;0;16;11;1;4;0;0;0;0;1;0;6;39;7;3;0;6;0;38;54;0;1;0;26;2;1;1;0;7;23;1;7;0;53;6;0;0;0;0;335;3
3302056;Italva;2021;1;2021m01;Interior;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;2;3;2;0;1;0;2;0;1;0;2;0;0;0;0;0;24;3
3302106;Itaocara;2021;1;2021m01;Interior;0;0;0;0;0;0;0;5;0;1;2;0;0;0;0;0;0;1;0;0;0;0;1;0;1;3;2;0;0;4;0;2;8;0;0;0;7;6;2;4;0;1;3;1;2;0;11;0;1;0;0;0;68;3
3302205;Itaperuna;2021;1;2021m01;Interior;1;0;0;1;0;1;2;36;1;3;7;1;1;0;2;0;0;1;0;0;0;0;0;0;2;5;2;2;0;1;3;27;35;0;1;0;12;40;30;9;3;1;20;0;4;0;44;2;0;0;0;0;267;3
3302254;Itatiaia;2021;1;2021m01;Interior;1;0;0;1;0;1;0;12;3;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;4;5;0;1;0;0;1;14;16;0;0;0;6;4;1;3;0;2;15;0;1;1;18;0;0;0;0;0;144;3
3302270;Japeri;2021;1;2021m01;Baixada Fluminense;8;0;0;8;6;14;6;35;0;1;6;10;5;1;16;3;0;1;3;0;0;0;0;0;3;26;1;1;0;1;0;15;18;0;3;0;7;10;3;7;0;7;15;2;3;0;22;4;2;0;0;0;186;3
3302304;Laje do Muriaé;2021;1;2021m01;Interior;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;4;2;2;0;0;2;0;2;0;1;0;0;0;0;0;17;3
3302403;Macaé;2021;1;2021m01;Interior;9;0;0;9;1;10;12;35;6;1;5;14;4;0;18;4;0;5;0;0;1;0;0;0;4;32;9;2;0;2;0;48;61;0;1;0;54;32;5;27;1;3;52;3;7;0;39;4;2;0;0;0;440;3
3302452;Macuco;2021;1;2021m01;Interior;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;0;0;1;0;0;0;3;0;0;0;0;0;13;3
3302502;Magé;2021;1;2021m01;Baixada Fluminense;7;0;0;7;4;11;14;85;13;1;22;21;18;2;41;7;1;3;2;0;0;0;0;1;14;69;8;6;0;7;4;45;70;0;1;0;31;20;2;17;1;10;26;9;10;0;115;6;0;0;0;0;587;3
3302601;Mangaratiba;2021;1;2021m01;Interior;0;0;0;0;0;0;2;43;4;0;12;2;1;0;3;3;1;1;2;0;0;0;0;0;1;11;6;2;0;7;0;12;27;0;0;0;8;7;6;1;0;2;11;1;6;1;33;0;1;0;0;0;179;3
3302700;Maricá;2021;1;2021m01;Grande Niterói;6;0;0;6;0;6;9;82;4;3;48;25;7;3;35;20;0;1;6;0;0;0;0;0;5;67;13;5;1;8;0;66;93;0;2;0;24;10;3;7;0;12;20;1;8;1;67;4;0;0;0;0;593;3
3302809;Mendes;2021;1;2021m01;Interior;0;0;0;0;0;0;0;7;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;4;0;0;0;3;5;4;1;0;0;0;0;0;0;6;0;0;0;0;0;49;3
3302858;Mesquita;2021;1;2021m01;Baixada Fluminense;6;0;0;6;3;9;12;71;8;0;23;61;30;12;103;34;4;4;0;0;0;0;0;1;13;159;12;6;2;6;2;24;52;0;0;0;16;1;0;1;0;16;15;0;3;0;59;3;1;0;0;0;500;3
3302908;Miguel Pereira;2021;1;2021m01;Interior;0;0;0;0;0;0;0;11;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;9;0;0;0;9;4;4;0;0;0;1;0;1;0;12;1;0;0;0;0;90;3
3303005;Miracema;2021;1;2021m01;Interior;0;0;0;0;0;0;6;17;4;0;6;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;7;8;0;0;0;1;22;15;4;3;0;11;2;2;0;11;0;0;0;0;0;79;3
3303104;Natividade;2021;1;2021m01;Interior;0;0;0;0;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;5;4;1;0;0;3;0;1;0;5;0;0;0;0;0;37;3
3303203;Nilópolis;2021;1;2021m01;Baixada Fluminense;1;0;0;1;0;1;1;59;3;0;10;49;42;6;97;60;1;3;1;0;1;0;1;0;16;180;12;4;0;13;1;36;66;0;0;0;20;3;0;3;0;6;13;3;7;0;61;3;0;0;0;0;513;3
3303302;Niterói;2021;1;2021m01;Grande Niterói;6;0;1;7;4;11;7;170;18;8;109;92;17;28;137;56;12;14;6;0;0;0;3;0;37;265;54;21;5;24;12;261;377;0;4;0;168;57;20;37;2;30;151;17;48;6;169;10;0;0;0;0;1869;3
3303401;Nova Friburgo;2021;1;2021m01;Interior;1;0;2;3;1;4;3;62;1;1;13;2;0;1;3;0;0;3;1;0;0;0;0;0;3;10;2;0;1;1;1;11;16;0;2;0;15;35;7;27;2;0;40;12;4;1;56;4;0;0;0;0;305;3
3303500;Nova Iguaçu;2021;1;2021m01;Baixada Fluminense;17;0;1;18;0;18;16;338;34;15;74;158;93;39;290;137;10;15;7;0;0;0;5;0;74;538;48;5;3;21;1;131;209;0;6;0;104;20;14;6;0;39;74;7;41;2;277;18;2;0;0;0;2026;3
3303609;Paracambi;2021;1;2021m01;Baixada Fluminense;0;0;0;0;0;0;2;19;0;1;5;3;2;0;5;2;0;1;0;0;0;0;0;0;1;9;4;0;0;2;0;9;15;0;4;0;5;13;8;6;0;0;11;2;4;0;19;1;0;0;0;0;125;3
3303708;Paraíba do Sul;2021;1;2021m01;Interior;1;0;0;1;0;1;0;16;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;4;5;0;0;0;7;18;9;8;2;0;11;0;4;0;16;1;0;0;0;0;91;3
3303807;Paraty;2021;1;2021m01;Interior;3;0;0;3;0;3;2;22;2;0;8;3;0;0;3;1;0;1;0;0;0;0;0;0;0;5;2;1;0;4;0;11;18;0;0;0;7;18;6;8;4;3;17;3;2;0;21;0;0;0;0;0;156;3
3303856;Paty do Alferes;2021;1;2021m01;Interior;1;0;0;1;1;2;2;14;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;4;7;0;0;0;4;1;0;1;0;0;4;0;1;0;19;0;0;0;0;0;61;3
3303906;Petrópolis;2021;1;2021m01;Interior;5;0;1;6;0;6;2;103;8;1;25;10;0;0;10;0;0;7;2;0;0;0;0;0;3;22;8;8;1;17;0;93;127;0;4;0;61;89;31;52;9;7;81;20;34;2;120;5;0;0;0;0;764;3
3303955;Pinheiral;2021;1;2021m01;Interior;0;0;0;0;0;0;1;12;0;0;3;0;1;0;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;7;8;0;0;0;6;0;0;0;0;1;3;0;2;0;12;1;1;0;0;0;54;3
3304003;Piraí;2021;1;2021m01;Interior;0;0;0;0;0;0;1;13;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;5;7;0;0;0;2;11;8;2;1;0;3;0;1;0;15;1;0;0;0;0;79;3
3304102;Porciúncula;2021;1;2021m01;Interior;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;7;0;2;0;1;27;21;7;0;0;4;0;1;0;5;0;0;0;0;0;66;3
3304110;Porto Real;2021;1;2021m01;Interior;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;5;0;0;0;2;5;0;5;0;1;4;3;2;3;6;1;0;0;0;0;43;3
3304128;Quatis;2021;1;2021m01;Interior;0;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;1;0;0;1;0;0;1;1;0;2;0;0;0;0;0;19;3
3304144;Queimados;2021;1;2021m01;Baixada Fluminense;3;0;0;3;2;5;3;73;10;1;9;27;26;7;60;7;1;1;1;0;0;0;0;0;9;79;10;5;2;15;1;35;68;0;0;0;24;1;0;1;0;6;4;0;5;0;60;6;1;0;0;0;413;3
3304151;Quissamã;2021;1;2021m01;Interior;1;0;0;1;0;1;0;8;0;0;5;2;0;0;2;1;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;8;11;0;0;0;5;6;1;4;1;0;4;2;0;0;3;0;0;0;0;0;71;3
3304201;Resende;2021;1;2021m01;Interior;3;0;0;3;1;4;15;40;1;1;11;4;3;0;7;0;0;0;0;0;0;0;0;0;2;9;1;2;1;5;2;41;52;0;0;0;16;23;2;18;3;10;42;8;3;4;33;4;0;0;0;0;430;3
3304300;Rio Bonito;2021;1;2021m01;Interior;1;0;0;1;0;1;0;17;0;2;9;3;3;0;6;3;1;0;0;0;0;0;0;0;2;12;7;0;0;1;0;11;19;0;0;0;5;7;2;5;0;7;10;3;4;0;11;1;0;0;0;0;130;3
3304409;Rio Claro;2021;1;2021m01;Interior;0;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;5;8;6;1;1;0;2;0;2;0;7;1;0;0;0;0;50;3
3304508;Rio das Flores;2021;1;2021m01;Interior;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;0;1;0;1;0;6;0;0;0;0;0;17;3
3304524;Rio das Ostras;2021;1;2021m01;Interior;5;0;1;6;1;7;10;62;3;3;17;33;25;0;58;17;0;5;0;0;0;1;0;1;12;94;12;8;0;5;3;48;76;0;1;0;35;35;17;16;3;4;54;4;4;0;62;4;0;1;0;0;611;3
3304557;Rio de Janeiro;2021;1;2021m01;Capital;92;0;1;93;46;139;143;2015;145;61;694;2367;842;678;3887;1064;147;155;35;0;3;4;43;36;737;6111;590;618;304;780;104;3284;5680;0;56;3;2244;453;273;161;23;741;1078;185;291;17;1735;164;10;2;0;0;25391;3
3304607;Santa Maria Madalena;2021;1;2021m01;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;28;3
3304706;Santo Antônio de Pádua;2021;1;2021m01;Interior;1;0;0;1;0;1;6;19;1;1;8;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;0;0;1;1;12;14;0;0;0;5;16;7;11;0;1;10;1;2;0;14;0;0;0;0;0;124;3
3304755;São Francisco de Itabapoana;2021;1;2021m01;Interior;4;0;0;4;0;4;8;8;1;0;1;4;0;0;4;2;0;0;0;0;0;0;0;0;0;6;13;0;0;0;1;10;24;0;0;0;3;24;9;15;1;1;41;13;8;0;9;0;0;0;0;0;135;3
3304805;São Fidélis;2021;1;2021m01;Interior;0;0;0;0;0;0;0;18;3;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;1;2;12;20;0;0;0;3;13;6;4;3;0;11;2;0;0;20;0;0;0;0;0;101;3
3304904;São Gonçalo;2021;1;2021m01;Grande Niterói;35;1;4;40;26;66;20;160;15;13;67;325;72;49;446;277;89;13;5;0;0;0;6;1;214;1051;79;25;7;16;0;219;346;0;8;1;115;30;2;28;0;104;97;12;28;1;123;19;2;0;0;0;2460;3
3305000;São João da Barra;2021;1;2021m01;Interior;0;0;0;0;0;0;0;15;3;1;9;1;0;0;1;1;0;0;2;0;0;0;0;0;1;5;1;0;0;3;0;18;22;0;0;0;8;17;10;8;0;1;18;3;2;0;12;1;0;0;0;0;124;3
3305109;São João de Meriti;2021;1;2021m01;Baixada Fluminense;14;0;1;15;4;19;29;141;14;2;55;122;50;61;233;153;24;9;1;0;3;0;2;0;42;467;29;14;6;7;0;93;149;0;3;0;160;21;5;15;1;17;70;7;6;0;117;10;0;0;0;0;1417;3
3305133;São José de Ubá;2021;1;2021m01;Interior;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;12;3
3305158;São José do Vale do Rio Preto;2021;1;2021m01;Interior;0;0;0;0;0;0;0;4;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;8;5;5;0;0;9;1;0;0;7;0;0;0;0;0;39;3
3305208;São Pedro da Aldeia;2021;1;2021m01;Interior;6;0;0;6;0;6;2;25;2;0;10;6;3;0;9;2;1;0;0;0;0;0;0;0;1;13;5;1;0;2;0;18;26;0;0;0;13;28;14;12;2;7;12;3;3;0;25;0;0;0;0;0;186;3
3305307;São Sebastião do Alto;2021;1;2021m01;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;10;3
3305406;Sapucaia;2021;1;2021m01;Interior;0;0;0;0;0;0;0;8;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;5;0;0;0;2;8;7;1;0;0;3;0;1;0;4;0;0;0;0;0;40;3
3305505;Saquarema;2021;1;2021m01;Interior;4;0;0;4;1;5;5;38;6;0;18;6;2;0;8;3;0;1;2;0;0;0;1;0;0;15;4;1;0;2;1;41;49;0;0;0;11;7;2;6;0;3;23;3;2;0;44;2;0;0;0;0;258;3
3305554;Seropédica;2021;1;2021m01;Baixada Fluminense;1;0;0;1;0;1;1;26;2;1;9;3;3;0;6;6;0;1;1;0;0;0;0;0;3;17;3;0;0;3;1;13;20;0;0;0;16;12;5;7;0;6;19;1;3;1;32;3;0;1;0;0;172;3
3305604;Silva Jardim;2021;1;2021m01;Interior;0;0;0;0;0;0;0;9;0;0;4;1;1;0;2;0;1;0;0;0;0;0;0;0;0;3;0;0;0;3;0;7;10;0;0;0;1;1;0;0;1;0;2;0;4;0;6;0;0;0;0;0;64;3
3305703;Sumidouro;2021;1;2021m01;Interior;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;1;0;0;1;0;1;0;4;1;0;0;0;0;35;3
3305752;Tanguá;2021;1;2021m01;Interior;1;0;0;1;0;1;0;9;1;0;2;4;4;0;8;0;0;0;0;0;0;0;1;0;0;9;1;0;0;0;0;12;13;0;0;0;0;4;0;3;1;1;7;0;1;0;7;2;0;0;0;0;65;3
3305802;Teresópolis;2021;1;2021m01;Interior;1;1;0;2;2;4;5;70;10;5;22;0;1;0;1;0;0;1;2;0;0;0;0;0;0;4;2;0;0;4;0;45;51;0;0;0;29;49;20;21;8;4;52;3;11;1;73;4;0;0;0;0;485;3
3305901;Trajano de Moraes;2021;1;2021m01;Interior;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;0;1;0;8;0;0;0;0;0;19;3
3306008;Três Rios;2021;1;2021m01;Interior;1;0;0;1;0;1;9;40;1;1;3;1;1;0;2;1;2;0;0;0;0;0;0;0;0;5;1;2;0;3;0;25;31;0;0;0;18;45;14;26;5;2;42;8;19;1;41;1;0;0;0;0;289;3
3306107;Valença;2021;1;2021m01;Interior;0;0;0;0;0;0;4;30;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;13;20;0;0;0;14;15;4;10;2;0;6;2;8;0;44;7;2;0;0;0;193;3
3306156;Varre-Sai;2021;1;2021m01;Interior;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;8;3
3306206;Vassouras;2021;1;2021m01;Interior;0;0;0;0;0;0;1;18;0;4;7;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;0;6;8;0;0;0;7;5;1;0;4;0;3;0;2;0;22;4;1;0;0;0;100;3
3306305;Volta Redonda;2021;1;2021m01;Interior;5;0;0;5;0;5;6;105;6;1;20;9;9;0;18;3;0;6;0;0;0;0;0;0;7;34;18;9;0;12;1;63;103;0;0;0;91;42;3;37;2;11;74;7;14;0;81;8;1;0;0;0;745;3
3300100;Angra dos Reis;2021;2;2021m02;Interior;2;0;0;2;2;4;10;52;3;2;24;13;1;2;16;3;0;2;0;0;0;0;0;0;2;23;8;2;0;4;0;28;42;0;1;0;34;26;5;21;1;5;34;2;9;2;38;1;0;0;0;0;355;3
3300159;Aperibé;2021;2;2021m02;Interior;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;3
3300209;Araruama;2021;2;2021m02;Interior;2;1;0;3;0;3;4;35;6;1;23;8;0;0;8;4;0;1;0;0;0;0;0;0;1;14;7;3;0;5;0;50;65;0;1;0;17;19;7;10;2;3;16;7;5;0;62;3;0;1;0;0;366;3
3300225;Areal;2021;2;2021m02;Interior;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;1;1;0;1;0;0;6;0;0;0;4;0;0;0;0;0;15;3
3300233;Armação dos Búzios;2021;2;2021m02;Interior;0;0;1;1;0;1;0;18;0;0;5;4;1;0;5;2;0;0;0;0;0;0;0;0;4;11;1;1;0;2;0;22;26;0;0;0;14;12;1;9;2;0;19;2;9;0;21;0;0;0;0;0;163;3
3300258;Arraial do Cabo;2021;2;2021m02;Interior;1;0;0;1;1;2;3;15;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;1;3;0;21;29;0;0;0;6;29;16;11;2;1;15;5;7;0;12;0;0;0;0;0;134;3
3300308;Barra do Piraí;2021;2;2021m02;Interior;4;0;0;4;0;4;8;33;3;1;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;3;1;0;0;0;12;16;0;0;0;13;44;21;15;8;0;20;5;9;1;35;1;0;0;0;0;215;3
3300407;Barra Mansa;2021;2;2021m02;Interior;2;0;0;2;1;3;4;46;1;0;2;5;0;1;6;0;1;4;1;0;0;0;0;0;0;12;11;2;0;6;0;36;55;0;0;0;18;22;1;22;0;10;45;7;16;0;45;0;0;0;0;0;393;3
3300456;Belford Roxo;2021;2;2021m02;Baixada Fluminense;5;0;0;5;10;15;7;110;6;3;32;109;32;32;173;118;12;4;1;0;0;0;3;0;39;350;24;3;0;4;0;36;67;0;3;2;36;16;2;13;1;25;41;7;12;0;105;12;0;0;0;0;884;3
3300506;Bom Jardim;2021;2;2021m02;Interior;2;0;0;2;0;2;2;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;6;0;0;0;6;0;0;0;0;0;2;0;13;0;8;0;0;0;0;0;57;3
3300605;Bom Jesus do Itabapoana;2021;2;2021m02;Interior;0;0;0;0;0;0;1;15;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;1;7;8;0;0;0;1;20;10;9;1;0;15;2;5;0;11;0;0;0;0;0;84;3
3300704;Cabo Frio;2021;2;2021m02;Interior;8;0;0;8;1;9;8;50;8;8;10;22;10;0;32;11;0;3;1;0;0;0;0;0;16;63;19;4;1;8;0;125;157;0;1;0;78;54;7;45;6;7;67;15;14;0;63;3;0;0;0;0;703;3
3300803;Cachoeiras de Macacu;2021;2;2021m02;Interior;0;0;0;0;0;0;0;15;1;0;2;2;1;0;3;2;0;1;0;0;0;0;0;0;1;7;1;1;0;0;0;10;12;0;0;0;2;4;0;4;0;1;5;0;7;0;15;0;0;0;0;0;90;3
3300902;Cambuci;2021;2;2021m02;Interior;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;4;0;0;0;1;1;1;0;0;0;1;0;0;0;10;0;0;0;0;0;36;3
3300936;Carapebus;2021;2;2021m02;Interior;0;0;0;0;0;0;0;5;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;4;0;0;0;0;0;1;1;0;1;0;0;2;0;1;1;0;3;0;0;0;1;0;0;0;0;0;18;3
3300951;Comendador Levy Gasparian;2021;2;2021m02;Interior;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;4;1;3;0;0;2;1;0;0;7;0;0;0;0;0;24;3
3301009;Campos dos Goytacazes;2021;2;2021m02;Interior;11;0;0;11;0;11;12;93;10;5;24;31;19;0;50;8;0;6;3;0;0;0;0;0;6;73;16;11;3;15;4;122;171;0;4;0;66;60;18;31;11;11;98;12;24;0;85;9;1;1;0;0;852;3
3301108;Cantagalo;2021;2;2021m02;Interior;0;0;0;0;0;0;0;4;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;4;3;2;1;0;0;2;0;0;0;13;0;0;0;0;0;39;3
3301157;Cardoso Moreira;2021;2;2021m02;Interior;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;6;4;3;0;1;6;0;0;0;2;0;0;0;0;0;20;3
3301207;Carmo;2021;2;2021m02;Interior;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;14;12;2;0;0;5;0;11;0;2;0;0;0;0;0;68;3
3301306;Casimiro de Abreu;2021;2;2021m02;Interior;2;0;0;2;1;3;0;12;0;5;6;4;2;0;6;1;1;1;0;0;0;0;0;0;0;9;2;0;0;0;1;7;10;0;1;0;2;33;23;7;3;1;9;0;3;1;13;0;0;0;0;0;114;3
3301405;Conceição de Macabu;2021;2;2021m02;Interior;1;0;0;1;0;1;2;4;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;3;0;0;0;3;6;5;2;0;0;1;0;1;0;5;0;0;0;0;0;47;3
3301504;Cordeiro;2021;2;2021m02;Interior;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;4;5;0;1;0;3;6;2;5;0;0;9;1;2;0;5;0;0;0;0;0;48;3
3301603;Duas Barras;2021;2;2021m02;Interior;0;0;0;0;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;43;3
3301702;Duque de Caxias;2021;2;2021m02;Baixada Fluminense;17;1;1;19;15;34;15;224;23;10;54;371;45;96;512;191;52;14;0;0;0;0;5;0;72;846;74;33;12;12;1;158;290;0;5;2;123;34;3;29;2;68;149;18;34;0;200;20;0;0;0;0;2236;3
3301801;Engenheiro Paulo de Frontin;2021;2;2021m02;Interior;0;0;0;0;0;0;0;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;0;3;7;0;0;0;3;5;4;1;0;0;4;0;1;0;10;0;0;0;0;0;37;3
